Unix Date,BTC Px,BTC Volume,ETH Px,ETH Volume,LTC Px,LTC Volume,XRP Px,XRP Volume
1443736800,237.04,318642.03,0.72,0,2.97,43464.43,0.00525,0
1443740400,237.05,243994.04,0.6548,2.75,2.98,6617.91,0.00525,0
1443744000,237.27,232685.24,0.6548,0,2.97,12892.34,0.00525,0
1443747600,237.74,215189.1,0.6647,265.94,2.98,2317.98,0.00525,0
1443751200,237.7,321182.12,0.6647,0,2.97,7391.3,0.00525,0
1443754800,237.42,242505.1,0.72,0,2.97,5702.44,0.00525,0
1443758400,238.13,820743.51,0.72,0,2.98,3047.3,0.00525,0
1443762000,237.58,156672.79,0.72,0,2.96,5124.8,0.00525,0
1443765600,237.52,242653.68,0.72,0,2.96,5872.64,0.00525,0
1443769200,237.89,321893.87,0.72,0.003841,2.98,14286.09,0.00525,0
1443772800,238.17,638449.65,0.72,0,2.98,20951.99,0.00525,0
1443776400,238.04,725180.56,0.68,0,2.99,22109.91,0.00525,0
1443780000,237.42,595716.85,0.67,0,2.98,10564.14,0.00525,0
1443783600,236.81,968565.9,0.67,0,2.98,16051.93,0.00525,0
1443787200,236.98,748553.14,0.67,0,2.97,18881.32,0.00525,0
1443790800,236.95,478688.63,0.67,0,3,20600.05,0.00525,0
1443794400,236.91,643009.47,0.66,0,2.99,5263.5,0.00525,0
1443798000,236.23,877384.86,0.71,0.6993,2.96,17445.26,0.00525,0
1443801600,237.03,774294.9,0.71,0,2.95,17882.29,0.00525,0
1443805200,236.45,437023.25,0.71,0,2.95,29133.8,0.00525,0
1443808800,236.64,354561.61,0.71,0,2.96,9093.64,0.006491,0
1443812400,236.51,360472.82,0.71,0,2.97,2425.7,0.0058,0
1443816000,236.79,310478.98,0.71,0,2.96,3319.89,0.0058,0
1443819600,236.43,229764.1,0.71,0,2.97,2543.54,0.0058,0
1443823200,236.51,391982.52,0.71,0,2.96,5641.54,0.0058,0
1443826800,236.45,290789,0.71,0,2.98,3211.73,0.0058,0
1443830400,236.19,194140.13,0.71,0,2.96,8413.02,0.006392,0
1443834000,237.53,197294.92,0.71,0,2.98,2390.99,0.006392,0
1443837600,236.93,347273.15,0.6747,2.87,2.97,5968.69,0.006392,0
1443841200,237.23,251508.09,0.6747,22.94,2.99,2256.85,0.006392,0
1443844800,238.79,2335662.04,0.6747,0,2.99,3244.58,0.006392,0
1443848400,237.73,530462.16,0.71,1.16,2.97,6711.3,0.006392,0
1443852000,237.31,277615.86,0.71,0,2.97,10161.96,0.0058,0
1443855600,237.3,285969.07,0.71,1,2.96,17671.02,0.0058,0
1443859200,237.02,334525.83,0.71,0,2.99,5060.29,0.0058,0
1443862800,237.03,255677.56,0.72,0,2.99,8870.35,0.0058,0
1443866400,237.91,502403.41,0.71,0,2.97,10193.2,0.0058,0
1443870000,237.6,315792.78,0.71,0,2.98,9908.69,0.0058,0
1443873600,238.23,477386.09,0.71,1.6,2.99,8875.72,0.0058,0
1443877200,238.6,667262.32,0.71,0,3,48586.62,0.0058,0
1443880800,238.87,281821.39,0.72,0,3,25538.44,0.0058,0
1443884400,238.79,550043.54,0.72,0,3,13978.52,0.0058,0
1443888000,238.75,414431.49,0.72,0,3.01,11571.52,0.0058,0
1443891600,238.55,417774.34,0.72,0,3.01,13482.06,0.0058,0
1443895200,238.74,369398.55,0.72,0,3,8276.33,0.0058,0
1443898800,238.84,311213.28,0.72,0,3.01,11907.94,0.0058,0
1443902400,238.96,217870.34,0.72,0,3.03,7714.13,0.0058,0
1443906000,238.81,437101.87,0.72,0,3.02,7076.26,0.00525,0
1443909600,239.25,172107.1,0.6796,4.35,3.01,8871.98,0.00525,0
1443913200,238.57,194044.71,0.68,0.5075,3.01,10607.28,0.00525,0
1443916800,239.24,147709.59,0.7,0,3.02,3605.78,0.00525,0
1443920400,238.89,213712.83,0.69,0,3.03,3209.75,0.00525,0
1443924000,238.76,180931.49,0.69,0,3.03,4322.63,0.00525,0
1443927600,238.79,165496.43,0.69,0,3.03,2549.61,0.00525,0
1443931200,238.66,159807.58,0.69,0,3.03,14414.65,0.0051,0
1443934800,239.17,1217238.52,0.69,0,3.03,8671.66,0.0051,0
1443938400,238.88,147008.49,0.69,0,3,11145.84,0.0051,0
1443942000,237.82,273328.35,0.69,0,2.98,26889.94,0.0051,0
1443945600,237.44,207115.79,0.69,0,2.98,12088.61,0.0051,0
1443949200,237.9,214562.27,0.68,0,3,5045.8,0.0051,0
1443952800,238.62,309039.81,0.6747,139.96,2.98,3721.27,0.0051,0
1443956400,238.33,378087.18,0.68,0,2.98,15388.1,0.0051,0
1443960000,237.44,194524.17,0.68,0,2.99,2205.27,0.0051,0
1443963600,238.75,164114.08,0.68,0,2.98,9247.31,0.0051,0
1443967200,239.21,1227086.74,0.68,0,2.99,3346.48,0.0051,0
1443970800,238.04,217400.99,0.6747,367.89,2.97,11907.45,0.0051,0
1443974400,238.31,179893.81,0.6747,0,2.98,6239.17,0.0051,0
1443978000,238.82,270963,0.6747,23.38,2.99,4931.08,0.0051,0
1443981600,238.68,197092.48,0.6747,0,2.99,2270.02,0.0051,0
1443985200,238.82,644016.77,0.6747,0,2.99,2986.07,0.0051,0
1443988800,238.76,267955.52,0.6747,0,2.99,2005.18,0.005005,0
1443992400,238.06,281837.06,0.6747,0,2.99,2226.89,0.005005,0
1443996000,238.29,264568.58,0.6095,2.56,2.99,2093.14,0.005005,0
1443999600,238.75,94938.71,0.6095,0,2.99,1862.24,0.005005,0
1444003200,238.64,516255.1,0.6095,0,2.98,4475.8,0.005005,0
1444006800,238.54,427540.59,0.6095,0,3,2848.04,0.005005,0
1444010400,239.05,284224.59,0.6095,0,3,2448.34,0.005001,0
1444014000,238.59,277040.5,0.6095,0,2.99,5296.92,0.005001,0
1444017600,238.78,274014.31,0.6095,0,3.01,14817.1,0.005001,0
1444021200,239.1,108263.38,0.69,0,2.98,456.37,0.005001,0
1444024800,238.36,151561.7,0.69,0,2.97,12816.68,0.005001,0
1444028400,237.65,326938.03,0.66,0,2.98,10337.03,0.005001,0
1444032000,237.1,971199.87,0.69,0,2.96,64832.97,0.005001,0
1444035600,237.7,454698.66,0.69,0,2.97,8675.89,0.00444,0
1444039200,237.24,585231.17,0.69,0,2.96,12051.86,0.00444,0
1444042800,236.72,760110.48,0.73,0,2.97,5885.27,0.00444,0
1444046400,237.54,1216728.05,0.74,0,2.98,8599.18,0.00444,0
1444050000,238.16,437993.49,0.69,0,2.96,8968.11,0.0059,0
1444053600,238.95,781460.69,0.69,0,2.98,11844.61,0.0059,0
1444057200,239.21,798659.22,0.69,0,3.01,68631.83,0.0059,0
1444060800,238.62,1217352.46,0.7003,0,3,29610.67,0.004444,0
1444064400,238.52,506123.97,0.69,0,3,18537.96,0.0059,0
1444068000,238.84,1280156.6,0.68,0,3,9981.29,0.0059,0
1444071600,238.95,456585.81,0.6477,0.7771,2.99,6650.13,0.0059,0
1444075200,239.27,670803.47,0.6477,0,3,32555.97,0.0059,0
1444078800,239.68,967594.17,0.6429,21.25,3,16115.37,0.0059,0
1444082400,239.69,448534.55,0.6078,13.38,2.99,35160.73,0.0059,0
1444086000,239.71,712858.01,0.66,0,2.99,16654.02,0.0059,0
1444089600,239.35,472013.64,0.66,0,3,7672.56,0.0057,0
1444093200,240.5,455338.26,0.65,0,3,4191.07,0.0057,0
1444096800,241.17,1728231.79,0.65,0,3,32089.49,0.0057,0
1444100400,240.53,249127.32,0.65,0,3.01,2516.99,0.0057,0
1444104000,240.44,380269.59,0.65,0,3,18385.49,0.0057,0
1444107600,241.19,298963.17,0.65,0,3.01,47009.58,0.0057,0
1444111200,240.68,299327.19,0.65,0,3,15317.48,0.0057,0
1444114800,240.42,664324.97,0.65,0,3.01,10942.28,0.0057,0
1444118400,240.8,291226.13,0.65,0,3.01,3867.92,0.0057,0
1444122000,240.85,642094.3,0.65,0,3.01,3638.67,0.0057,0
1444125600,240.51,375719.9,0.65,0,3.01,7285.39,0.0057,0
1444129200,240.19,329466,0.65,0,3,6473.91,0.005451,0.5031
1444132800,240.9,519302.54,0.64,0,3.02,2697.5,0.005798,0
1444136400,242.37,2397376.85,0.64,0,3.01,92700,0.005798,0
1444140000,245.36,3191338.97,0.64,0,3.04,42896.79,0.005798,0
1444143600,247.23,1456289,0.64,0,3.08,83054.98,0.005798,0
1444147200,245.84,1450768.1,0.7,0,3.06,55559.92,0.005491,0.001414
1444150800,246.07,919973.7,0.64,0,3.07,52606.66,0.005491,0
1444154400,245.86,574893.58,0.64,0,3.07,26942.35,0.005491,0
1444158000,245.9,367836.88,0.63,0,3.06,17864.7,0.005491,0
1444161600,246.42,512811.45,0.63,0,3.06,34368.86,0.005491,0
1444165200,245.88,574160.63,0.6091,3.17,3.07,16699.2,0.005246,0.001348
1444168800,246.39,647923.29,0.6091,0,3.1,25357.01,0.005246,0
1444172400,245.92,443413.21,0.6511,12.35,3.1,90846.66,0.005246,0
1444176000,246.95,356218.47,0.6511,0,3.13,38946.19,0.005246,0
1444179600,247.28,658269.04,0.6511,0,3.13,38311.97,0.005246,0
1444183200,247.07,254699.19,0.6511,0,3.11,54552.33,0.005246,0
1444186800,247.03,271391.72,0.6511,0,3.1,29112.42,0.005246,0
1444190400,246.61,674321.66,0.6511,0,3.11,58766.58,0.005246,0
1444194000,246.06,305926.23,0.6511,0,3.1,26520.28,0.005246,0
1444197600,246.12,700468.35,0.6511,0,3.1,30310.91,0.005246,0
1444201200,245.63,339659.67,0.6511,0,3.1,8476.93,0.005246,0
1444204800,244.43,1001506.9,0.6511,0,3.08,66662.9,0.00559,0
1444208400,244.5,395660.54,0.6511,0,3.08,21865.36,0.00559,0
1444212000,244.18,509178.6,0.6511,0,3.08,32817.3,0.00559,0
1444215600,244.55,689939.29,0.6511,0,3.07,34597.31,0.00559,0
1444219200,244.71,854437.66,0.7,0,3.09,5535.65,0.00559,0
1444222800,245.69,1376254.24,0.7,2.97,3.1,20040.01,0.00559,0
1444226400,245.05,1876167.54,0.7,0,3.08,13948.41,0.00559,0
1444230000,244.93,482580.44,0.61,610,3.08,25468.44,0.0058,0
1444233600,244.69,513238.54,0.61,0,3.1,4447.16,0.0058,0
1444237200,244.83,604613.15,0.61,0,3.08,55352.06,0.0058,0
1444240800,244.99,370248.17,0.61,0,3.09,5119.04,0.0058,0
1444244400,244.75,654980.63,0.6912,0,3.09,4465.45,0.0055,0
1444248000,244.9,331919.7,0.6912,0,3.07,19892.94,0.0055,0
1444251600,243.71,605008.94,0.611,287.56,3.08,5276.37,0.0055,0
1444255200,243.32,591280.79,0.6,336.46,3.05,31703.91,0.0055,15
1444258800,242.94,945173.07,0.6,0,3.02,57402.94,0.0055,0
1444262400,243.11,323469.69,0.6,0,3.05,17090.56,0.0051,0
1444266000,243.91,564623.09,0.6,0,3,54019.13,0.0051,0
1444269600,244.01,259118.79,0.6,0,3.03,28307.08,0.0051,0
1444273200,244.29,294422.83,0.6001,4.87,3.03,49839.88,0.0051,0
1444276800,244.4,207260.13,0.6,37.21,3.05,4529.52,0.0051,0
1444280400,244.07,250307.92,0.5695,0.7325,3.06,4462.81,0.0053,0
1444284000,243.9,250993.94,0.6001,21.22,3.03,11395.41,0.0053,0
1444287600,244.13,208897.17,0.6001,0.2469,3.06,6389.84,0.0053,0
1444291200,243.7,297047.49,0.6001,0.2528,3.04,9064.33,0.0053,0
1444294800,242.96,552150.44,0.5716,2.71,3.03,20009.42,0.0053,0
1444298400,242.44,626185.85,0.5716,0,3.04,10414.89,0.0053,0
1444302000,243.06,655729.21,0.5716,6.98,3.05,7665.94,0.0053,0
1444305600,242.82,355243.91,0.61,0,3.05,6741.9,0.0053,0
1444309200,243.64,671958.84,0.61,0,3.06,4842.68,0.0052,0
1444312800,243.69,882561.05,0.61,0,3.05,14827.49,0.0052,0
1444316400,242.98,526904.36,0.61,0,3.05,12704.13,0.0052,0
1444320000,243.11,343821.67,0.61,0,3.05,8892.46,0.0052,0
1444323600,243.23,697999.37,0.69,0,3.06,8640.6,0.0052,0
1444327200,243.35,571725.47,0.69,0,3.06,4555.37,0.0052,0
1444330800,243.17,419306.05,0.69,0,3.07,3278.48,0.0052,0
1444334400,243.34,446070.45,0.6286,0.09527,3.07,5875.27,0.0051,0
1444338000,243.04,545330.17,0.6286,4.04,3.05,4484.27,0.0051,0
1444341600,242.12,381720.21,0.64,1534.92,3.04,9481.25,0.0051,0
1444345200,242.58,429480.34,0.62,2060.11,3.06,5383.95,0.0051,0
1444348800,241.61,414451.63,0.6916,0.08645,3.06,2949.17,0.0051,0
1444352400,242.62,1232335.29,0.6916,0,3.06,8153.84,0.0051,0
1444356000,242.97,746506.36,0.6916,0,3.04,10592.45,0.0051,0
1444359600,242.89,229929.54,0.6916,0,3.07,2244.72,0.005,0
1444363200,243.8,353979.41,0.6916,0,3.08,42854.04,0.005,0
1444366800,243.51,193137.15,0.6916,0,3.09,6992.6,0.005,0
1444370400,242.94,275470.47,0.6916,0,3.07,4543.46,0.005,0
1444374000,242.39,380986.94,0.6916,0,3.06,18131.82,0.005,0
1444377600,242.14,412646.28,0.6916,0,3.07,6829.51,0.004857,4.22
1444381200,242.51,231235.63,0.6916,0,3.09,3181.19,0.004857,0.2071
1444384800,242.17,255514.32,0.6916,0,3.08,2352.17,0.004857,0
1444388400,243.06,432055.3,0.6916,0,3.07,5869.88,0.004857,0
1444392000,243.44,531782.15,0.67,21.32,3.07,13864.7,0.004857,0
1444395600,244.04,437436.2,0.5701,1267.07,3.08,25150.99,0.004857,0
1444399200,243.61,573213.35,0.5701,0,3.07,17781.74,0.004857,0
1444402800,243.77,443215.97,0.67,4.25,3.08,18433.06,0.004857,0
1444406400,243.91,336265.43,0.67,0.03753,3.1,8266.48,0.004857,0
1444410000,244.17,396712.39,0.67,0,3.1,6066.81,0.0055,0
1444413600,243.97,300048.41,0.67,0,3.08,15389.77,0.0055,0
1444417200,244.09,467169.36,0.67,0,3.08,10175.39,0.005064,5.11
1444420800,244.15,307359.35,0.6352,3.18,3.1,6748.43,0.005064,0
1444424400,244.1,227572.65,0.6352,2.67,3.09,4073.96,0.005064,0
1444428000,243.98,439083.45,0.6352,0,3.09,7495.19,0.005064,0
1444431600,244.42,279607.7,0.6352,0,3.11,4893.8,0.005064,0
1444435200,244.33,172658.9,0.6352,0,3.09,4875.82,0.005064,0
1444438800,245.02,287201.53,0.6352,0,3.1,27884.44,0.005064,0
1444442400,244.82,692880.14,0.6352,0,3.11,9556.97,0.005064,0
1444446000,245.2,1454075.9,0.6352,0,3.11,5288.8,0.005064,0
1444449600,245.16,1405748.51,0.6352,0,3.12,3702.91,0.005064,0
1444453200,244.8,133176.36,0.6352,0,3.11,51643.67,0.005044,0
1444456800,244.35,286289.86,0.6352,0,3.1,24108.19,0.005044,0
1444460400,243.92,380391.41,0.6352,0,3.07,32250.03,0.005044,0
1444464000,243.79,198040.92,0.6352,0,3.08,6793.72,0.005044,0
1444467600,243.91,354988.2,0.6352,0,3.08,2637.2,0.005044,0
1444471200,243.76,427050.2,0.6352,0,3.07,15875.39,0.005044,0
1444474800,243.09,167256.53,0.6352,0,3.08,3026.57,0.005044,0
1444478400,243.29,185860.01,0.6352,0,3.06,8542.91,0.005194,0.003109
1444482000,243.83,237145.25,0.6352,0,3.09,4542.58,0.005194,0
1444485600,244.36,196357.95,0.6352,0,3.09,6466.49,0.004891,0.002922
1444489200,244.54,436742.81,0.75,0,3.08,8702.05,0.004891,0
1444492800,244.93,502672.82,0.67,0,3.09,6236.65,0.004891,0
1444496400,245.06,434678.97,0.67,0,3.08,18601.93,0.005044,0
1444500000,245.11,351507.52,0.67,0,3.09,4741.43,0.005044,0
1444503600,244.99,283533.93,0.67,0,3.1,2574.85,0.005044,0
1444507200,244.96,339549.87,0.67,0,3.08,9324.81,0.005044,0
1444510800,245.34,208161.5,0.6351,0,3.1,3456.74,0.00825,0
1444514400,245.53,222039.9,0.6351,0,3.09,7717.1,0.00825,0
1444518000,245.48,189115.76,0.6351,0,3.09,12047.24,0.00825,0
1444521600,245.57,184906.16,0.6351,0,3.11,4150.88,0.00825,0
1444525200,245.76,164101.22,0.6351,0,3.1,4876.64,0.00825,0
1444528800,245.6,541378.64,0.6351,0,3.11,9570.5,0.00825,0
1444532400,245.22,313024.83,0.6351,0,3.09,3624.61,0.00825,0
1444536000,245.03,384065.72,0.6351,0,3.1,2701.03,0.00825,0
1444539600,245.15,74672.54,0.6351,0,3.09,3955.25,0.00825,0
1444543200,245.27,269903.86,0.6351,0,3.1,3818.77,0.00825,0
1444546800,244.82,279744.19,0.6351,0,3.1,3188.39,0.00825,0
1444550400,244.63,186781.97,0.6351,0,3.1,2492.23,0.00825,0
1444554000,244.2,184677.77,0.6351,0,3.11,2645.72,0.00825,0
1444557600,244.12,128156.35,0.6351,0,3.05,23771.39,0.00825,0
1444561200,244.65,328490.9,0.6351,0,3.07,11454.14,0.00525,0
1444564800,245.39,119926.81,0.6351,0,3.09,4015.5,0.00525,0
1444568400,244.77,194555.89,0.6351,0,3.08,11000.06,0.00525,0
1444572000,244.12,165620.02,0.6351,0,3.08,13457.45,0.00525,0
1444575600,244.98,237287.35,0.6351,0,3.06,25531.73,0.0053,0
1444579200,246.4,527322.59,0.6351,0,3.09,44017.1,0.0053,0
1444582800,247.76,1142191.3,0.6351,0,3.11,66492.57,0.0053,0
1444586400,247.55,552749.57,0.72,0,3.11,42363.69,0.00525,0
1444590000,247.39,370768.6,0.72,0,3.11,15838.28,0.00525,0
1444593600,246.92,269430.83,0.72,0,3.11,50132.17,0.005251,0
1444597200,247.56,389893.98,0.5993,8.63,3.13,7825.46,0.005251,0
1444600800,248.11,1659531,0.5993,0,3.12,6400.53,0.005251,0
1444604400,247.78,1563272.42,0.72,0,3.14,7497.88,0.005251,0
1444608000,247.8,160761.9,0.72,0,3.12,9366.54,0.0053,0
1444611600,247.29,345075.48,0.72,0,3.13,6161.25,0.0053,0
1444615200,247.58,238231.01,0.72,0,3.13,6630.36,0.0055,0
1444618800,248.08,396547.03,0.72,0,3.12,58332.68,0.0055,0
1444622400,248.12,353863.55,0.68,0.4285,3.14,26859.2,0.0055,0
1444626000,247.66,252837.36,0.68,0,3.14,31178.69,0.0055,0
1444629600,247.42,322558.96,0.645,0.2154,3.15,13248.19,0.0055,0
1444633200,247.51,139387.24,0.72,0,3.15,6608.94,0.0055,0
1444636800,246.49,312716.53,0.72,0,3.14,31342.42,0.0055,0
1444640400,246.27,655620.75,0.72,0,3.16,13223.81,0.0055,0
1444644000,247.26,427233.83,0.72,0,3.18,4105.82,0.0055,0
1444647600,246.03,375789.18,0.72,0,3.14,10027.89,0.0055,0
1444651200,246.28,712048.07,0.662,0.0889,3.12,11813.3,0.0055,0
1444654800,245.74,736603.65,0.662,0,3.12,41992.55,0.0055,0
1444658400,245.8,495283.58,0.662,0,3.1,42751.88,0.00525,0
1444662000,246.11,582733.19,0.662,0,3.12,16719.19,0.00524,0
1444665600,245.82,328866.66,0.662,0,3.16,3860.22,0.00524,0
1444669200,246.59,456814.69,0.662,0,3.14,4457.25,0.00524,0
1444672800,245.83,857715.53,0.662,0,3.13,10850.59,0.00524,0
1444676400,245.42,403097.18,0.639,0.8019,3.11,10895.52,0.005041,0.002262
1444680000,245.47,352457.74,0.6312,4.55,3.15,3084.3,0.00524,0
1444683600,246.35,351472.63,0.6001,0.01703,3.12,10551.9,0.00524,0
1444687200,245.82,281494.28,0.6001,0.04596,3.14,3460.71,0.00624,0
1444690800,245.76,422464.08,0.63,7.2,3.15,3979.06,0.0055,0
1444694400,245.7,540689.55,0.63,0,3.09,26504.78,0.0054,0
1444698000,245.21,510503.46,0.63,0,3.13,3568.06,0.0054,0
1444701600,244.58,1698659.28,0.6347,90.83,3.11,39015.88,0.0054,0
1444705200,244.98,630269.99,0.65,65,3.08,21610.51,0.0056,0.06275
1444708800,243.84,2032718.59,0.65,0,3.12,3149.32,0.0054,0
1444712400,245.12,175106.48,0.65,0,3.11,3917,0.0054,0
1444716000,245.12,186901.05,0.65,0,3.12,6105.43,0.0054,0
1444719600,246.37,657025.14,0.65,0,3.11,38128.89,0.0054,0
1444723200,246.6,1089413.31,0.65,0,3.14,23421.01,0.0054,0
1444726800,246.65,596046.71,0.65,0,3.13,10736.84,0.0054,0
1444730400,246.98,287791.04,0.65,0,3.11,27238.32,0.0054,0
1444734000,247.13,437162.44,0.65,0,3.11,16909.11,0.0054,0
1444737600,249.89,2572100.64,0.65,0,3.15,148961.93,0.0054,0
1444741200,249.92,770092.3,0.65,0,3.15,29206.72,0.0054,0
1444744800,249.05,872860.76,0.65,0,3.13,33898.17,0.0054,0
1444748400,247.87,1247057.95,0.6017,269.54,3.13,23297.64,0.0054,0
1444752000,248.75,963210.14,0.6017,0,3.14,20721.62,0.0054,0
1444755600,248.35,396734.47,0.6017,0,3.12,13547.79,0.00627,7.46
1444759200,248.94,544090.99,0.6017,0,3.15,14384.51,0.00627,0
1444762800,249.57,483492.44,0.6017,0,3.16,10513.95,0.0055,5.04
1444766400,249.63,438646.48,0.6017,0,3.13,45479.62,0.0055,0
1444770000,249.18,640729.09,0.6017,0,3.16,13681.19,0.0055,0
1444773600,249.11,295823.81,0.61,1.01,3.17,12136.94,0.0055,0
1444777200,249.47,486180.95,0.6,45.02,3.2,4863.32,0.0055,0
1444780800,250.13,319927.66,0.6,0,3.19,4344.82,0.0055,0
1444784400,250.82,312753.94,0.61,0,3.2,6780.17,0.0055,0
1444788000,248.88,423614.19,0.61,0,3.16,7930.3,0.0055,0
1444791600,249.01,466748.3,0.599,60.44,3.17,5133.2,0.0055,0
1444795200,249.71,1753405.54,0.599,408.83,3.15,8068.74,0.0055,0
1444798800,250.19,1664224.27,0.599,0,3.2,3235.33,0.0055,0
1444802400,250.05,339682.01,0.599,0,3.15,8712.01,0.0055,0
1444806000,250.33,414622.39,0.599,0,3.15,30527.62,0.0055,0
1444809600,249.85,706380.83,0.599,0,3.11,64905.91,0.0055,0
1444813200,249.64,622143.29,0.5716,0.05537,3.08,171582.83,0.0055,0
1444816800,249.65,633990.43,0.5701,4.1,3.1,24180.54,0.0055,0
1444820400,250.26,344395.83,0.59,5.81,3.11,13304.2,0.0055,0
1444824000,250.15,390707.75,0.59,0,3.11,4811.19,0.0055,0
1444827600,250.57,554256.86,0.59,0,3.12,15283.16,0.0055,0
1444831200,251.17,985914.72,0.5701,453,3.11,11197.92,0.0055,0
1444834800,252.02,1135041.11,0.55,0.2161,3.12,33061.1,0.0055,0
1444838400,253.26,1365833.13,0.57,23.62,3.13,27230.89,0.0055,0
1444842000,253.6,1132191.79,0.57,0,3.13,18404.68,0.005598,0
1444845600,254.51,1021399.96,0.5,404.98,3.14,14129.94,0.005006,0
1444849200,253.02,996219.69,0.5,0,3.1,32973.95,0.005006,0
1444852800,252.66,458805.17,0.5,0,3.1,16355.71,0.005006,0
1444856400,253.06,553383.32,0.52,52.36,3.12,10842.49,0.005006,0
1444860000,252.95,433664.57,0.4953,17.57,3.13,7224.61,0.005006,0
1444863600,252.2,482049.99,0.52,107.06,3.11,26838.12,0.005006,0
1444867200,252.34,220802.97,0.4832,3,3.14,6815.17,0.00522,0
1444870800,253.41,332159.15,0.4832,0,3.13,5777.27,0.00522,0
1444874400,253.52,335283.89,0.4832,0,3.12,5424.4,0.005051,0
1444878000,255,873220.93,0.5399,0.3911,3.09,35449.76,0.005051,0
1444881600,255.06,514507.96,0.5399,0,3.09,58075.52,0.005051,0
1444885200,255.39,1838940.98,0.5399,0,3.1,21860.39,0.005051,0
1444888800,254.03,1431506.15,0.5399,0,3.09,15245.24,0.005051,0
1444892400,254.01,255806,0.5399,0,3.11,6102.97,0.005051,0
1444896000,253.34,485098.71,0.5399,0,3.11,26493.38,0.005051,0
1444899600,252.88,772666.98,0.5399,0,3.08,17524.87,0.005051,0
1444903200,254.23,443653.46,0.4801,96.01,3.08,23022.99,0.005051,0
1444906800,254.76,341739.54,0.55,0,3.08,19491.92,0.005051,0
1444910400,254.96,494381.41,0.55,0,3.08,28219.74,0.005051,0
1444914000,254.68,516164.22,0.54,0.8735,3.09,9657.74,0.005051,0
1444917600,255.65,601442.47,0.51,14.89,3.1,19927.41,0.005051,0
1444921200,256.36,1394939.71,0.51,0,3.1,18923,0.005051,0
1444924800,254.96,1132949.46,0.51,0,3.09,38977.65,0.005051,0
1444928400,255.56,635515.6,0.51,0,3.09,11067.99,0.005051,0
1444932000,254.56,742710.36,0.55,0.55,3.09,13188.18,0.00517,0.04887
1444935600,254.82,436805.13,0.55,0,3.09,6563.53,0.00517,0
1444939200,254.7,498591.1,0.55,0,3.09,3694.33,0.00517,0
1444942800,254.85,362681.07,0.56,4.84,3.1,2288.8,0.00517,0
1444946400,254.14,436509.43,0.6,8.05,3.08,9875.11,0.00517,0
1444950000,254.46,366947.18,0.6,0,3.1,4637.81,0.00517,0
1444953600,254.72,312208.12,0.6,0,3.09,2529.75,0.00517,0
1444957200,255.37,280893.18,0.6,0,3.1,3139.58,0.00517,0
1444960800,255.65,850742.82,0.6,0,3.11,3125.48,0.00517,0
1444964400,256.33,556359.17,0.6,0,3.1,9538.12,0.00517,0
1444968000,255.62,430795.02,0.6,0,3.09,4525.36,0.00517,0
1444971600,255.74,352189.98,0.6,0,3.09,5089.34,0.00517,0
1444975200,256,784994.75,0.6,0,3.09,6255.05,0.00517,0
1444978800,256.67,434873.4,0.6,0,3.09,10085.42,0.00517,0
1444982400,258.44,1247672.57,0.6,0,3.09,33223.38,0.00517,0
1444986000,258.99,563926.27,0.6,0,3.09,26946.93,0.00517,0
1444989600,260,1249471.76,0.6,0,3.09,64063.96,0.00517,0
1444993200,259.53,785000.69,0.6,0,3.08,18602.04,0.00517,0
1444996800,260.13,451530.36,0.6,0,3.1,8264.07,0.00517,0
1445000400,261.4,1036287.42,0.5622,67.79,3.08,11235.59,0.00517,0
1445004000,261,1378433.46,0.5363,0,3.1,20217.1,0.00517,0
1445007600,264.08,1343376.3,0.521,0.002429,3.1,20878.54,0.00517,0
1445011200,263.76,2221775.6,0.5254,3.26,3.11,45264.28,0.005412,0.774
1445014800,266.97,1897295.44,0.557,5.84,3.11,36982.54,0.005412,0.378
1445018400,262.89,3310343.46,0.557,0,3.13,36832.99,0.005412,0.04145
1445022000,265.37,935409.85,0.557,0,3.12,18580.26,0.005412,0
1445025600,263.02,875189.31,0.521,2.84,3.1,30557.53,0.005412,0
1445029200,261.91,1784605.69,0.521,0,3.11,27910.7,0.005412,0
1445032800,261.13,742650.88,0.525,5.25,3.08,24641.64,0.005412,0
1445036400,262.89,1060137.45,0.525,125.99,3.11,9688.32,0.005412,0
1445040000,264.62,423093.59,0.525,0,3.09,17313.25,0.005412,0
1445043600,264.32,490595.83,0.525,0,3.12,18903.63,0.005412,0
1445047200,266.59,808976.41,0.525,0,3.13,12822,0.005412,0
1445050800,267.99,1456459.26,0.521,14.06,3.08,62968.4,0.005412,0
1445054400,268.63,1137566.81,0.521,42.21,3.1,58959.82,0.005412,0
1445058000,273.87,2174479.29,0.52,0.9707,3.06,139377.88,0.005412,0
1445061600,271.47,3536031.83,0.52,0,3.06,169729.11,0.005412,0
1445065200,266.73,1246122.73,0.52,0,3.05,107322.19,0.005412,0
1445068800,267.45,852548.68,0.52,0,3.08,47337.62,0.005412,0
1445072400,271.25,993330.06,0.55,297.69,3.11,16349.72,0.005412,0
1445076000,270.31,1182027.24,0.55,0,3.09,29922.44,0.005051,0
1445079600,271.17,536077.06,0.55,0,3.08,16740.65,0.005051,0
1445083200,270.14,761691.18,0.55,0,3.09,19001.8,0.005051,0
1445086800,270.17,650807.96,0.53,266.25,3.1,9535.68,0.004821,5.04
1445090400,274,2531092.71,0.5209,4.27,3.11,70419.42,0.004821,0
